gardiner_code,unicode_cp,unicode,hieroglyphica_code,jsesh_code,category,description,function,core
HJ T053,14206,U+14206,T53,T53,T-04-002,The broad blade of an axe.,Logogram (metal),C
HJ S018A,14207,U+14207,S18A,S18A,T-05-007,A counterweight of a necklace.,Phonemogram,C
HJ T009D,14208,U+14208,T9D,T9D,T-06-003,"A bow, written horizontally, with a rectangular central section, with the tips of the bow angling downwards.",Phonemogram,C
HJ T009B,14209,U+14209,T9B,T9B,T-06-009,"A bow, written horizontally, with a small rectangle in the middle, with the two limbs angling downwards, with upward coiled tips. ",Logogram/phonemogram (to stretch out),C
HJ T126,1420A,U+1420A,T126,T126,T-06-018,"A bow, written horizontally, with a rectangular central section, with the tips of the bow forming a bowl-shaped loop (T9), on top of legs in a walking posture, feet orientated towards the reading direction (D54).","Classifier beyond, outside",C
T151,1420B,U+1420B,,,T-06-019,"Two horizontal horns, with a curved line of dots running from tip to tip.",Phonemogram/logogram,C
HJ T011B,1420C,U+1420C,T11B,T11B,T-07-002,An arrow with rectangular fletching.,Classifier (arrow),C
T011D,1420D,U+1420D,,,T-07-005,"An arrow with a splayed arrowhead, and rounded fletching.",Phonemogram,C
HJ T125,1420E,U+1420E,T125,T125,T-07-010,"An arrow with rectangular fletching, written vertically, on top of a plan of a crossroads in a village (O49).",Logogram (Syene (Aswan)),C
HJ T131,1420F,U+1420F,T131,T131,T-07-012,"An arrow or dart, with the tip slowly tapering out towards the back.",Phono-repeater,C
HJ T058A,14210,U+14210,T58A,T58A,T-07-014,"A hexagon, with a loop at each corner.",Phonemogram,C
T058C,14211,U+14211,,,T-07-018,"An arrow with rectangular fletching (T11B), written with the fletching towards the front, with the arrowhead inside a hexagon with curling corners.",Phonemogram,C
HJ T060,14212,U+14212,T60,T60,T-07-020,,,
HJ T060A,14213,U+14213,T60A,T60A,T-07-023,"Two arrows, crossing, with the fletching at the top, on top of a standard used for carrying religious symbols (R12).",Logogram (Neith),C
HJ T063,14214,U+14214,T63,T63,T-07-026,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).","Logogram (Neith, 4th and 5th nomes of Lower Egypt)",C
T063E,14215,U+14215,,,T-07-027,"A shield with a rounded top, on top of a base, with an arrow with the fletching upwards sticking out at either side.","Logogram (Neith, 4th and 5th nomes of Lower Egypt)",C
T063F,14216,U+14216,,,T-07-028,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62), on top of a standard used for carrying religious symbols, with a short vertical pole, with a loop under the horizontal beam, running over the vertical pole (R56).","Logogram (Neith, 4th and 5th nomes of Lower Egypt)",C
HJ T063C,14217,U+14217,T63C,T63C,T-07-029,"A shield with a rounded top, with two arrows crossed over it, arrowheads at the top; on top of a standard used for carrying religious symbols, with a short vertical pole, with a loop under the horizontal beam, running over the vertical pole (R56).","Logogram (Neith, 4th and 5th nomes of Lower Egypt)",C
HJ T064,14218,U+14218,T64,T64,T-07-030,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62), in front of a clump of three papyrus flowers, with two buds bent down (M15); on top of a standard used for carrying religious symbols (R12).","Logogram (Neith-North, 5th nome of Lower Egypt)",C
HJ T116B,14219,U+14219,T116B,T116B,T-07-031,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62), in front of a sedge (M23); on top of a standard used for carrying religious symbols (R12).","Logogram (Neith-South, 4th nome of Lower Egypt)",C
HJ T064B,1421A,U+1421A,T64B,T64B,T-07-034,,,
HJ T116,1421B,U+1421B,T116,T116,T-07-038,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62) in front of a mouth (D21) written over a sedge (M23); on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Neith-South, 4th nome of Lower Egypt)",C
HJ T116A,1421C,U+1421C,T116A,T116A,T-07-039,"A shield with a rounded top, with two arrows crossed over it, fletching upwards (T62) in front of a sedge (M23); on top of a standard used for carrying religious symbols (R12), on top of a parcel of land with irrigation ditches (N24).","Logogram (Neith-South, 4th nome of Lower Egypt)",C
HJ T062,1421D,U+1421D,T62,T62,T-07-040,"A shield with a rounded top, with two arrows crossed over it, fletching upwards.",Phonemogram,C
HJ T063A,1421E,U+1421E,T63A,T63A,T-07-044,,,
T063D,1421F,U+1421F,,,T-07-045,"An oval shield on a pole, with two arrows crossed over the shield, fletching towards the front.",Classifier feminine life force,C
HJ AA018A,14220,U+14220,Aa18A,Aa18a,T-07-051,"A cover of a quiver, with a vertical loop on top.",Phonemogram,C
Aa017A,14221,U+14221,,,T-07-057,"A cover of a quiver, resembling two rectangles.",Logogram (back),C
Aa017B,14222,U+14222,,,T-07-058,"A cover of a quiver, with the rope curving into a loop.",Phonemogram,C
Aa018D,14223,U+14223,,,T-07-061,"The cover of a quiver, with a rectangular inset with vertical lines inside, with the rope on top making a sharp corner.",Phonemogram,C
HJ T067,14224,U+14224,T67,T67,T-08-007,"A bowstring, coiled up, with both ends angling downwards.",Phonemogram,C
HJ T067A,14225,U+14225,T67A,T67A,T-08-009,"A bowstring, coiled up, with both ends angling downwards, with a large loop at the ends.",Phonemogram/logogram (mother),C
HJ T012A,14226,U+14226,T12A,T12A,T-08-011,"A bowstring, coiled up, with both ends angling downwards, with a small round loop with a short piece of rope continuing at the ends.",Phonemogram,C
HJ T012B,14227,U+14227,T12B,T12B,T-08-012,"A bowstring, coiled up, with both ends angling downwards, with a small round loop with a short piece of rope continuing at end at the back.",Phonemogram,C
T012D,14228,U+14228,,,T-08-017,"A bowstring, coiled up, with both ends angling downwards, with cone-shaped loops at the ends.",Phono-repeater,C
HJ T013A,14229,U+14229,T13A,T13A,T-09-001,"Pieces of wood, lessening in width towards the top, lashed together with the top piece at an angle, with a loop at the back.",Phonemogram,C
HJ T014A,1422A,U+1422A,T14A,T14A,T-09-007,"A throwing-stick, or a club used by foreign people, on top of a horizontal line.",Phono-repeater,C
HJ T072,1422B,U+1422B,T72,T72,T-09-018,"A band of string or fabric, which coils at the front, written over three throwing-sticks, or clubs used by foreign people (T14), arranged horizontally.",Phonemogram/logogram (strife),C
HJ T133,1422C,U+1422C,T133,T133,T-09-019,,,
T142,1422D,U+1422D,,,T-09-020,"Two throwing-sticks, or clubs used by foreign people (T14), arranged horizontally, on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram/phonemogram (Meter canal),C
HJ T124,1422E,U+1422E,T124,T124,T-09-024,"A fire-drill in a piece of wood (U28), written between two times pieces of wood, lashed together with the top piece at an angle, with a loop and tie at the back (T13), with the first mirrored, on top of a base.",Phonemogram,C
HJ T073,1422F,U+1422F,T73,T73,T-10-005,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon with a sun disk (N5) on top of it.","Logogram (to be strong, brave, capable)",C
T073B,14230,U+14230,,,T-10-006,"A scimitar (khopesh), written vertically, blade curving forwards, with the head of a falcon with a sun disk (N5) on top of it.","Logogram (valour, strength)",C
HJ T073A,14231,U+14231,T73A,T73A,T-10-007,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon with he sun within a halo, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6); on top of the head.",Logogram (khopesh sword/scimitar),C
T073C,14232,U+14232,,,T-10-008,"A scimitar (khopesh), written vertically, blade curving forwards, with the head of a falcon with he sun within a halo, encircled by a cobra (Naja haje), standing up, with expanded hood (uraeus) (N6); on top of the head.","Classifier to be strong, brave, capable",C
T073D,14233,U+14233,,,T-10-009,"A scimitar (khopesh), written vertically, blade curving inwards, with the head of a falcon, wearing the double crown (S5), on top of it.",Logogram (khopesh sword/scimitar),C
HJ T130,14234,U+14234,T130,T130,T-10-010,"A scimitar (khopesh), written vertically, blade curving forwards, with the handle resembling a one-legged table.","Logogram (to be strong, brave, capable)",C
HJ T074,14235,U+14235,T74,T74,T-12-001,"A shepherd's crook with a package lashed to it, with the top tie replaced by a knife (T30A).",Logogram (to follow),C
HJ T018A,14236,U+14236,T18A,T18A,T-12-004,"A shepherd's crook with a package lashed to it, with a tie above the package.","Logogram (follower, retainer)",C
HJ T075,14237,U+14237,T75,T75,T-12-005,"A shepherd's crook with a package lashed to it, with the top tie replaced by a knife (T30A), on top of legs in a walking posture, feet orientated towards the reading direction (D54)",Logogram (to follow),C
HJ T019A,14238,U+14238,T19A,T19A,T-13-002,A harpoon-head with two horizontal strokes on top and a two angled strokes as point. ,"Classifier stalk, reed",C
HJ T076A,14239,U+14239,T76A,T76A,T-13-006,,,
HJ T079,1423A,U+1423A,T79,T79,T-13-009,"A harpoon-head with two horizontal strokes on top, and triangular point.",Phono-repeater,C
HJ T076B,1423B,U+1423B,T76B,T76B,T-13-010,"A harpoon-head with two horizontal strokes on top, and triangular point on top of a circle.",Phonemogram,C
T019E,1423C,U+1423C,T19,,T-13-012,A harpoon-head with two horizontal strokes on top and a single curl on top of the point.,Phono-repeater,C
T019F,1423D,U+1423D,,T19,T-13-013,A harpoon-head with two horizontal strokes on top and two curls on top of the point.,Phonemogram,C
HJ T076,1423E,U+1423E,T76,T76,T-13-014,"A harpoon-head with two horizontal strokes on top and a single curl on top of the point (T19), on top of a circle.",Phonemogram,C
HJ T019C,1423F,U+1423F,T19C,T19C,T-13-015,harpoon-head with two horizontal strokes and two angled strokes on top of the point,Phonemogram,C
HJ T120,14240,U+14240,T120,T120,T-13-018,"A harpoon-head with two horizontal strokes on top and a single curl on top of the point (T19), on top of a plan of a crossroads in a village (O49).",Phonemogram,C
HJ T021A,14241,U+14241,T21A,T21A,T-13-020,"A two-barbed harpoon, with a handle on the shaft, written horizontally.","Logogram (one, sole)",C
T144,14242,U+14242,,,T-13-023,"A two-barbed harpoon, with a handle on the shaft, written vertically, on top of a half-circle.","Logogram (one, sole)",C
HJ T021D,14243,U+14243,T21D,T21D,T-13-025,"A two-barbed harpoon, with a handle and curl on the shaft, written horizontally.","Logogram (one, sole)",C
HJ T011C,14244,U+14244,T11C,T11C,T-13-026,,,
T021G,14245,U+14245,,,T-13-027,"A two-barbed harpoon, with a rectangle and angled line on the shaft, written horizontally.","Logogram (one, sole)",C
HJ T021C,14246,U+14246,T21C,T21C,T-13-029,"A two-barbed harpoon, with a rectangle and a curl on the shaft, curling towards the shaft, written vertically.","Logogram (one, sole)",C
HJ T021E,14247,U+14247,T21E,T21E,T-13-035,"A two-barbed harpoon, with a handle and curl on the shaft, with a bowl-like curved section at the end, written horizontally.","Logogram (one, sole)",C
HJ T080,14248,U+14248,T80,T80,T-13-039,"A spear, arrow without fletching or a harpoon without handle, written vertically, tip upwards.","Logogram (one, sole)",C
HJ T080B,14249,U+14249,T80B,T80B,T-13-040,"A spear, arrow without fletching or a harpoon without handle, written horizontally.","Classifier lance, spear",C
T022E,1424A,U+1424A,,,T-13-051,"A two-barbed arrowhead, with the point facing downwards, in the ground, resembled by a half-circle.",Phonemogram,C
HJ T022A,1424B,U+1424B,T22A,T22A,T-13-052,"A two-barbed arrowhead, with the point facing downwards, in the ground, resembling a half-circle, with only the barbs visible.",Phonemogram,C
HJ T022B,1424C,U+1424C,T22B,T22B,T-13-053,"A two-barbed arrowhead, point facing downwards, in the ground, resembling a cartouche in the round form (V9), with only the barbs visible.",Phonemogram,C
HJ T022D,1424D,U+1424D,T22D,T22D,T-13-056,"An arrowhead, point facing downwards, in the ground, resembling a cartouche in the round form (V9).",Phonemogram,C
HJ T083A,1424E,U+1424E,T83A,T83A,T-13-062,,,
HJ T083,1424F,U+1424F,T83,T83,T-13-063,,,
T083C,14250,U+14250,,,T-13-064,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a boat/ship, resembling a crescent moon, with an oar/rudder at the back, connected by three lines; on a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (7th and 8th nomes of Lower Egypt),C
T083D,14251,U+14251,,,T-13-066,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by three lines, point towards the front; on a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole (R12A).",Logogram (7th and 8th nomes of Lower Egypt),C
HJ T084,14252,U+14252,T84,T84,T-13-067,,,
HJ T084B,14253,U+14253,T84B,T84B,T-13-068,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by four lines, with the point towards the back, in front of a feather (H6), angled forwards on top of a standard with a round top, with outwards angled lines coming from the tip of the pole (R14B), on top of a standard used for carrying religious symbols, with a loop under the horizontal beam, running over the vertical pole.",Logogram (7th nome of Lower Egypt),C
HJ T128A,14254,U+14254,T128A,T128A,T-13-070,,,
HJ T128,14255,U+14255,T128,T128,T-13-074,,,
HJ T084A,14256,U+14256,T84A,T84A,T-13-075,"A spear, arrow without fletching or a harpoon without handle, written horizontally, on top of a crescent moon shape, connected by four lines, in front of a feather (H6), angled forwards on top of a standard with a round top, with outwards angled lines coming from the tip of the pole (R14B); on top of a standard used for carrying religious symbols (R12), written on top of a parcel of land with irrigation ditches (N24).",Logogram (7th nome of Lower Egypt),C
HJ T085,14257,U+14257,T85,T85,T-13-076,,,
HJ T136,14258,U+14258,T136,T136,T-14-001,,,
HJ T088B,14259,U+14259,T88B,T88B,T-14-003,"A long net without internal detail, which widens towards the end, with two loops on the front.",Phonemogram,C
HJ T088,1425A,U+1425A,T88,T88,T-14-004,"A long oval net with internal netting, with two loops at the front, with a triangular block at the back.",Logogram (net),C
T088C,1425B,U+1425B,,,T-14-005,"A long oval net with internal netting, with two loops at the front.","Classifier catching, netting",C
HJ T024B,1425C,U+1425C,T24B,T24B,T-14-006,"A round net with internal netting, with ties at the front which angle outwards and backwards.","Classifier catching, netting",C
HJ T088A,1425D,U+1425D,T88A,T88A,T-14-007,"A long, oval net with internal netting, which widens towards the back, with two loops at the front, and a downward curving rope at the back.",Logogram (net),C
T088D,1425E,U+1425E,,,T-14-008,"A long oval net, resembling a loop with vertical lines inside it, with ties at the front which curve outwards and backwards.",Classifier net,C
HJ T024A,1425F,U+1425F,T24A,T24A,T-14-012,"A net used for fishing or fowling, without weights.","Classifier catching, netting",C
HJ T089,14260,U+14260,T89,T89,T-14-017,"A fish-trap, which widens towards the bottom.",Classifier fish-trap,C
HJ T025E,14261,U+14261,T25E,T25E,T-15-001,"A float, made of reed, with a circle with two ties at the top.",Phonemogram,C
T025F,14262,U+14262,,,T-15-006,"A float, made of reed, with a circle with three ties at the top, which resemble triangles.",Phonemogram,C
HJ T025C,14263,U+14263,T25C,T25C,T-15-008,"A float, made of reed.",Phonemogram,C
